eΞcK,mΞcKπ,cosθ
118.86243565877612,5.8292475435163675,-0.9542503388606273
80.66739551268711,5.894904673015745,-0.06427883072764276
133.4690494637607,6.05450385303014,0.3061508476539899
26.21791947115389,6.063825230487174,0.6037481505872682
89.33982612355612,6.039965552437678,-0.7269897729858888
72.54750609588746,6.05079209190868,-0.8182300413861912
109.30339107307054,5.881413702061933,-0.6552396045182347
108.63207715201406,6.037007873834907,0.46016203856810156
66.96489334535363,5.901549429393108,0.2687584852022817
98.86150544027896,5.894227935335839,-0.26691409832648
90.95509322690714,6.046337802166634,-0.9290510527103572
88.8040937922292,5.9206133898274595,-0.9677602714414919
103.61602296450064,5.962730572136935,0.815056493617441
106.54918550461798,6.038326575800102,0.8161253004088165
129.90705118019605,5.9295999926122125,-0.5602526067999622
199.0413670996054,6.05096782786602,0.9540043999476492
108.32843263628365,5.96037879838573,0.9252103761424282
104.78399981954544,6.042300902369762,-0.895332848066081
102.30847572028779,6.037635264631529,-0.9222895863999442
90.35286185511359,6.067084130548282,-0.45100911821289613
54.66360719880413,6.041141502994494,-0.516155625460818
193.65518828206632,6.036635487764867,-0.5234858218631867
38.55428169757897,6.079794989257657,-0.5873935526860243
118.35375868511119,6.0565334220653115,-0.2552201393068809
147.1390375473643,5.831113048917791,0.16738425456315512
102.06873300822144,5.8603789899052625,0.40290009943350313
166.78106752221493,5.998316638506888,-0.6847047380887934
129.6894287225782,5.944586887456908,-0.8807810646500955
102.74348900092536,5.853610688654794,0.4700799403636148
104.43526167564505,6.064287493631872,0.5272088996578115
144.54906827207742,6.044586204983574,0.9662271141370388
6.905147854169172,6.253661295999148,-0.8746102877295843
35.727730999190044,5.8491944126522535,0.575527164379673
187.897725335426,5.91256068015835,-0.5814262139123373
157.56196335824916,5.9974614646417015,-0.9152896210581095
103.0076311019825,6.303135760326667,-0.7373750605208285
36.117522215156896,6.055039901820064,-0.8894236934599722
131.39999023683322,6.027728574731105,0.26060205854753316
4.938841420591416,6.30297593639464,0.6645671625189151
97.98633501079485,5.924514966435056,0.586962241967354
20.824858612581465,5.908258227946812,-0.10486007636549366
40.408695466322115,5.873592976647289,0.5403085418239388
120.67146052817634,6.0169696503416334,-0.8091358195023608
101.29816288500024,5.924724121495016,-0.014422108047916457
195.2596993796792,5.821315214685891,0.6490849222320534
103.61919304879757,5.901167372284389,0.14713333705462933
39.6797027838802,6.049514968346565,-0.0706618450111325
17.867254444106038,6.39402818730289,0.937562730584149
102.61464004929167,6.05408566070901,-0.4123122910190145
169.09766246745994,5.962691212912631,0.6233830182344984
113.60637346324438,5.889469675978678,0.9767143303407969
193.88057879211192,5.939254903298597,0.2545784918853031
175.80759740078338,5.916099587596256,0.476529965100463
195.89546161538965,6.055824408569136,0.567701110143328
39.74561262764155,6.025239633242855,0.20749265410017614
81.75521389805135,6.036019218794054,-0.6489326876496132
89.53551296500382,6.03714871470041,-0.30704490274324314
87.3601677357542,6.051972202209451,-0.6315397196974962
14.211935591756173,6.000826386750512,0.10132156509505244
100.93450417780468,6.039526791519068,-0.6323437810318654
153.3828961934878,6.266964959573458,0.8795202236241936
129.53441160075954,5.925508537537725,0.8164003016130416
127.48447777084903,6.039937243870581,-0.5590626147215828
85.60357312025144,6.022645127254483,0.733147419510244
105.29831929196371,6.036936463884359,-0.9806305290559723
127.23362731285351,6.025108471517791,-0.8248312526154226
113.33695772980082,5.848927422705026,-0.30569186447636054
94.99710513154378,5.931954815036379,-0.44732499192384473
75.71299864224466,5.962784056412675,-0.16349708828325474
165.84394158308987,6.29687439155958,0.9003669858931356
218.89178991380004,5.919104588194256,-0.9051931558411881
104.33016070326494,6.0590138890462475,-0.8083491475805711
219.89750698312764,5.826390687453459,-0.08213254887951739
94.00145996294077,6.074474438878998,-0.12118922203992363
87.3261227236776,6.061301873301807,0.5231667342014438
148.72492979610843,5.875752222571111,0.5571572211130749
0.5175811839721973,6.076827516402326,-0.08785519246602277
64.02251844281727,5.89889215662794,-0.9905649833763516
40.01477256541148,6.064050290853806,0.04452854474495293
107.10186967285472,6.071652674943668,-0.8076846837224563
99.5472181417781,6.055116100440424,-0.0906227270547772
101.95172361861296,6.080063825688268,0.5690894800393772
88.29608381265416,6.042080603103734,-0.7355328067619912
137.65588929457135,6.038456094991884,-0.6223056750157182
102.28704973574713,5.85501687329196,-0.5367970368274049
102.72436499194646,6.051601784021671,-0.8124181822324618
191.3090695019855,6.061716406932978,0.3272869523065525
23.50176891472347,6.05225545481861,-0.12511436739805817
38.794641195407166,6.034005091031246,-0.8178520513380947
169.65511104936968,6.361731952626797,0.47551239291574177
190.7859323847306,6.063652539054319,0.35477864766191736
130.21243980507006,6.064177390113527,0.41864894262571933
55.64237091449422,5.953714022105272,-0.09946709357629348
39.30964144367863,6.008773367878753,-0.791650549999879
72.35907650161607,5.983426712636856,-0.1025600278956772
156.98477388656283,5.846767823331635,-0.06140335018397496
39.910403419316935,6.037203398473845,-0.42283470374754867
89.14600093307308,5.952258454057855,0.7834540027746941
